file,source_url,acquired_date,sha256,bytes
acris_legals_eagle2019.json,https://data.cityofnewyork.us/resource/8h5j-fqxa.json?%24where=document_id+between+%222019050900102001%22+and+%222019050900102011%22&%24limit=500,2026-09-21,0eb9f65a983d5dda9934e9f799f7837a45efd3a9aba63db2a62f7eca4692d6f6,16619
acris_legals_eagle2021.json,https://data.cityofnewyork.us/resource/8h5j-fqxa.json?%24where=document_id+between+%222021073000417001%22+and+%222021073000417015%22&%24limit=500,2026-09-21,287e3bf0ccc11a70ed2fce48961ab95472cd0c17c36c8e29e78460a8a294056b,9171
acris_legals_hpd_candidates.json,https://data.cityofnewyork.us/resource/8h5j-fqxa.json?%24where=document_id+in+%28%222020011000195001%22%2C%222020011000195002%22%2C%222020013000289001%22%2C%222020013000289002%22%2C%222022010700447002%22%2C%222022012501219001%22%29&%24order=document_id&%24limit=100,2026-09-21,844b32777b5e6e62b347d7dda98687c5176d01f4d6b5c8faa6eaa254ac4e138e,1723
acris_legals_subparcel2018.json,https://data.cityofnewyork.us/resource/8h5j-fqxa.json?%24where=document_id%3D%222018053100208011%22&%24limit=500,2026-09-21,02d8171f9374c402b60601f079213e7d5af412443c36f4e11f50e32e938b116c,6103
acris_master_hpd_candidates.json,https://data.cityofnewyork.us/resource/bnx9-e6tj.json?%24where=document_id+in+%28%222020011000195001%22%2C%222020011000195002%22%2C%222020013000289001%22%2C%222020013000289002%22%2C%222021073000417011%22%2C%222021073000417012%22%2C%222022010700447002%22%2C%222022012501219001%22%29&%24order=document_id&%24limit=100,2026-09-21,bcc213d2713896009f5fbfeca3bb2cbe88dee75de4d2ae522407691855401387,3091
acris_parties_bop_greenpoint_d.json,https://data.cityofnewyork.us/resource/636b-3b5g.json?%24where=upper%28name%29%3D%22BOP+GREENPOINT+D+LLC%22&%24limit=5000,2026-09-21,cc588df9a4ca8e645cea2e8b8ddc5ee174907c41472038bf999f69ae3313da01,16528
acris_parties_eagle2019.json,https://data.cityofnewyork.us/resource/636b-3b5g.json?%24where=document_id+between+%222019050900102001%22+and+%222019050900102011%22&%24limit=500,2026-09-21,b0296f33f8f8dc96a0af46c8fa23b5c30685605b33713eb8206a55a3a7310c38,4106
acris_parties_eagle2021.json,https://data.cityofnewyork.us/resource/636b-3b5g.json?%24where=document_id+between+%222021073000417001%22+and+%222021073000417015%22&%24limit=500,2026-09-21,e86f90fa13258c95b6044073633d27e3c9b25c663390889ebbd9cb163dbc9c2d,4685
acris_parties_hpd_candidates.json,https://data.cityofnewyork.us/resource/636b-3b5g.json?%24where=document_id+in+%28%222020011000195001%22%2C%222020011000195002%22%2C%222020013000289001%22%2C%222020013000289002%22%2C%222022010700447002%22%2C%222022012501219001%22%29&%24order=document_id%2Cparty_type&%24limit=100,2026-09-21,2c5ceccf46eefad7a85cf356fc9825aa1ce94ec9f21f5485917869dfc4a904b0,2688
acris_parties_subparcel2018.json,https://data.cityofnewyork.us/resource/636b-3b5g.json?%24where=document_id%3D%222018053100208011%22&%24limit=500,2026-09-21,bdfc58bf1f206e5c7b8b984326108dc5be54960a48b77db84bd7cc5ddc337849,885
dob_bis_eagle_jobs.json,https://data.cityofnewyork.us/resource/ic3t-wcy2.json?%24where=job__+in+%28%27321387021%27%2C%27321387076%27%2C%27321387147%27%29&%24order=job__%2Cdoc__&%24limit=500,2026-09-20,b951d8b37ebd4fd557d1bc9164f75198cbd59379f5e9a687909db6153bdb88c6,36001
dof_dtm_15_eagle_transactions.csv,https://services6.arcgis.com/yG5s3afENB5iO9fj/ArcGIS/rest/services/DTM_ETL_DAILY_view/FeatureServer/15/query?where=TRANS_NUM%20IN%20%2883289%2C83294%2C84181%29&outFields=%2A&returnGeometry=false&f=json,2026-09-21,4d1466aea8b88e983315cc9b0ce9256b2d280eb1e0e1f8076f1cc3e71d33693e,407
dof_dtm_15_eagle_unusual_transactions.csv,https://services6.arcgis.com/yG5s3afENB5iO9fj/ArcGIS/rest/services/DTM_ETL_DAILY_view/FeatureServer/15/query?where=TRANS_NUM%20IN%20%2884181%2C86750%2C87034%29&outFields=%2A&returnGeometry=false&f=json,2026-09-21,f0ea0b6763192f09f94560ee11ade829356e12dfbd6fa7d823f98e84f92b6b56,368
dof_dtm_9_eagle_transactions.csv,https://services6.arcgis.com/yG5s3afENB5iO9fj/ArcGIS/rest/services/DTM_ETL_DAILY_view/FeatureServer/9/query?where=TRANS_NUM%20IN%20%2883289%2C83294%2C84181%29&outFields=%2A&returnGeometry=false&f=json,2026-09-21,f708ec922956273729ac584439b22b3ba15f770ccf752d3b7067de8e3b40928e,2023
dof_dtm_9_eagle_unusual_transactions.csv,https://services6.arcgis.com/yG5s3afENB5iO9fj/ArcGIS/rest/services/DTM_ETL_DAILY_view/FeatureServer/9/query?where=TRANS_NUM%20IN%20%2884181%2C86750%2C87034%29&outFields=%2A&returnGeometry=false&f=json,2026-09-21,346bbe76e69c32e1c170e721e022ede92edfb5c9cc00de58a19f946aa7fcbf7f,1597
dof_map_30247220190304110524.pdf,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/30247220190304110524,2026-09-20,f12852f0c64e78336593867c63ce9bf06f7377f61a191a523b6c6a1c89402c72,274244
dof_map_30247220190725142249.pdf,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/30247220190725142249,2026-09-21,a1b4d05cb7dfb9628c3afa290f632da999067d09af3264fa374743d6f0564df1,276334
dof_map_30247220191004101019.pdf,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/30247220191004101019,2026-09-21,07c52fd28f4f10a2927ba60e8a9b25d4b80f764b07cd79ba35dbe1713029af17,274782
dof_map_30247220191015123131.pdf,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/30247220191015123131,2026-09-21,4ba3ef54084ff955af2f0f277cd2ef9c82ddd2166fae2cf723978664f58d018e,275324
dof_map_30247220200422111916.pdf,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/30247220200422111916,2026-09-21,11cb8fa382f6c092e5b875f0380e11aa7a4b8838a2203dd73717a93317108a72,284057
eagle_hpd_agreement_7011.pdf,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2021073000417011,2026-09-21,b424fb82ac821a0f1c53f25752a4101c3be86916a57f670980cbd2eb61c563a2,362059
eagle_hpd_agreement_7012.pdf,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2021073000417012,2026-09-21,733bf4561fe2894cb6271a9c7e6e406bcab14d2d0a57087beee5e47565564ce0,363754
eagle_self_deed_2022.pdf,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2022012501219001,2026-09-21,96dbf3bfb77d519eb759976e8bf783f8d6605344b6040faa9675f2749a994347,525801
eagle_subparcel_d_agreement_2018.pdf,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2018053100208011,2026-09-21,888f605cb26928c108bc4ad20fbf45076d121f3cbc87101352fb6c70d07f2bbf,8962395
mappluto_18v1_1_block2472_lots_2_21.geojson,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_18v1_1_arc_shp.zip,2026-09-21,fc907938cd79019bab9c62a6530a1b2c79c2cd94eb66d76ad75cb083e6032e16,1267
mappluto_18v1_1_to_19v1_overlay.csv,derived from the two official MapPLUTO extracts listed above,2026-09-21,d819d9bf3240f42cda9fb018a4b1ed3de31fdff17d0a6d1e8c4b0701b19e0004,536
mappluto_19v1_block2472_lots_2_3_10_21.geojson,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_19v1_arc_shp.zip,2026-09-21,5534d33412d7678873e5f5b875d041ac39b970351d8f7a7e893de9af1173c1ff,4612
mappluto_20v1_block2472_lot21.geojson,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v1_arc_shp.zip,2026-09-21,dd74d3b13573bc6fe4af4141b3d0918f69c54941b18d999e3abed99690e414b5,1814
mappluto_20v5_block2472_lot21.geojson,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v5_arc_shp.zip,2026-09-21,8155e88c1156681fc07e857dea9135c988c47ac8c96e67d53e15e3de4d6f0de6,1813
mappluto_eagle_paper_street_geometry_comparison.csv,"derived from the official 19v1, 20v1, and 20v5 MapPLUTO extracts listed in this manifest",2026-09-21,86b9ba3f204aa690c63e8cb3e3300978749ba1485ba88cc902e84d152084dc04,262
